ticket_id,platform,priority,status,assigned_group,title,description,root_cause,resolution_summary,created_date,resolved_date,app_link,full_text,full_text_clean,cluster_id
PBI-1169,PowerBI,Low,In Progress,Cloud Team,Incorrect KPI values displayed,Unable to connect to on-prem data gateway.,Gateway authentication failure,Corrected data transformation steps.,2025-01-31 16:00:00,2025-02-03 12:00:00,https://app.powerbi.com/reports/PBI-1169,PowerBI - Incorrect KPI values displayed Unable to connect to on-prem data gateway.,powerbi - incorrect kpi values displayed unable to connect to on-prem data gateway.,8
JIRA-1090,Jira,Low,Closed,Security Ops,VPN connection failure,Authentication request failed repeatedly for end users.,Expired authentication token,Resolved deadlock and restarted DB instance.,2025-01-21 00:00:00,2025-01-23 03:00:00,https://jira.example.com/browse/JIRA-1090,Jira - VPN connection failure Authentication request failed repeatedly for end users.,jira - vpn connection failure authentication request failed repeatedly for end users.,15
CW-1050,CloudWatch,Critical,Closed,Network Ops,RDS free storage space critically low,Database storage reaching capacity limits.,Unbalanced traffic routing,Optimized Lambda execution time.,2025-01-04 13:00:00,2025-01-05 05:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1050,CloudWatch - RDS free storage space critically low Database storage reaching capacity limits.,cloudwatch - rds free storage space critically low database storage reaching capacity limits.,4
JIRA-1181,Jira,Low,In Progress,DBA Team,Email service outage,Database query execution time exceeding normal threshold.,Network latency spike,Resolved deadlock and restarted DB instance.,2025-02-10 23:00:00,2025-02-12 18:00:00,https://jira.example.com/browse/JIRA-1181,Jira - Email service outage Database query execution time exceeding normal threshold.,jira - email service outage database query execution time exceeding normal threshold.,0
CW-1190,CloudWatch,High,Closed,DevOps,RDS free storage space critically low,Database storage reaching capacity limits.,Unoptimized workload placement,Increased allocated resources.,2025-01-03 14:00:00,2025-01-04 16:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1190,CloudWatch - RDS free storage space critically low Database storage reaching capacity limits.,cloudwatch - rds free storage space critically low database storage reaching capacity limits.,4
PBI-1154,PowerBI,Medium,In Progress,DBA Team,Slow dataset refresh performance,Users reported mismatched revenue numbers in dashboard.,Dataset schema mismatch,Adjusted schema and refreshed dataset successfully.,2025-01-17 05:00:00,2025-01-17 08:00:00,https://app.powerbi.com/reports/PBI-1154,PowerBI - Slow dataset refresh performance Users reported mismatched revenue numbers in dashboard.,powerbi - slow dataset refresh performance users reported mismatched revenue numbers in dashboard.,2
TAB-1090,Tableau,Low,Resolved,Security Ops,Dashboard filter not working,Interactive filters returning empty result set.,Network throttling issue,Updated credentials and reran extract.,2025-01-19 10:00:00,2025-01-20 06:00:00,https://tableau.example.com/views/TAB-1090,Tableau - Dashboard filter not working Interactive filters returning empty result set.,tableau - dashboard filter not working interactive filters returning empty result set.,6
JIRA-1158,Jira,Low,Resolved,Security Ops,Email service outage,Database query execution time exceeding normal threshold.,Database deadlock,Resolved deadlock and restarted DB instance.,2025-01-04 14:00:00,2025-01-05 04:00:00,https://jira.example.com/browse/JIRA-1158,Jira - Email service outage Database query execution time exceeding normal threshold.,jira - email service outage database query execution time exceeding normal threshold.,0
JIRA-1069,Jira,Low,Resolved,DevOps,503 service unavailable,System detected performance degradation across multiple nodes.,Memory leak issue,Restarted impacted service and cleared cache.,2025-01-02 16:00:00,2025-01-03 20:00:00,https://jira.example.com/browse/JIRA-1069,Jira - 503 service unavailable System detected performance degradation across multiple nodes.,jira - 503 service unavailable system detected performance degradation across multiple nodes.,19
PBI-1117,PowerBI,Critical,Open,DBA Team,Power BI refresh failed,Visuals stuck loading indefinitely.,Dataset schema mismatch,Corrected data transformation steps.,2025-01-20 10:00:00,2025-01-23 03:00:00,https://app.powerbi.com/reports/PBI-1117,PowerBI - Power BI refresh failed Visuals stuck loading indefinitely.,powerbi - power bi refresh failed visuals stuck loading indefinitely.,17
JIRA-1131,Jira,Medium,Closed,Helpdesk,Database timeout issue,Database query execution time exceeding normal threshold.,Database deadlock,Optimized memory allocation and redeployed.,2025-01-03 14:00:00,2025-01-05 06:00:00,https://jira.example.com/browse/JIRA-1131,Jira - Database timeout issue Database query execution time exceeding normal threshold.,jira - database timeout issue database query execution time exceeding normal threshold.,0
JIRA-1044,Jira,Low,Closed,Helpdesk,Application crash after update,System detected performance degradation across multiple nodes.,Database deadlock,Resolved deadlock and restarted DB instance.,2025-01-26 22:00:00,2025-01-27 07:00:00,https://jira.example.com/browse/JIRA-1044,Jira - Application crash after update System detected performance degradation across multiple nodes.,jira - application crash after update system detected performance degradation across multiple nodes.,19
JIRA-1070,Jira,Low,Open,DBA Team,Application crash after update,Database query execution time exceeding normal threshold.,Network latency spike,Renewed authentication certificate.,2025-01-12 00:00:00,2025-01-13 05:00:00,https://jira.example.com/browse/JIRA-1070,Jira - Application crash after update Database query execution time exceeding normal threshold.,jira - application crash after update database query execution time exceeding normal threshold.,0
CW-1091,CloudWatch,Low,Closed,DevOps,ELB target health check failures,Elevated latency impacting application performance.,High read/write operations,Optimized Lambda execution time.,2025-01-08 10:00:00,2025-01-10 14:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1091,CloudWatch - ELB target health check failures Elevated latency impacting application performance.,cloudwatch - elb target health check failures elevated latency impacting application performance.,13
TAB-1155,Tableau,Critical,Open,DBA Team,Extract refresh failed,Users experiencing delay in loading components.,Network throttling issue,Updated credentials and reran extract.,2025-02-01 21:00:00,2025-02-03 08:00:00,https://tableau.example.com/views/TAB-1155,Tableau - Extract refresh failed Users experiencing delay in loading components.,tableau - extract refresh failed users experiencing delay in loading components.,7
PBI-1044,PowerBI,Medium,Resolved,DBA Team,Incorrect KPI values displayed,Scheduled data refresh encountered failure due to timeout.,Gateway server under maintenance,Adjusted schema and refreshed dataset successfully.,2025-01-30 08:00:00,2025-01-30 14:00:00,https://app.powerbi.com/reports/PBI-1044,PowerBI - Incorrect KPI values displayed Scheduled data refresh encountered failure due to timeout.,powerbi - incorrect kpi values displayed scheduled data refresh encountered failure due to timeout.,8
CW-1161,CloudWatch,High,Closed,DevOps,Lambda timeout errors increasing,Database storage reaching capacity limits.,Infinite loop execution,Scaled instance type.,2025-02-07 15:00:00,2025-02-08 22:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1161,CloudWatch - Lambda timeout errors increasing Database storage reaching capacity limits.,cloudwatch - lambda timeout errors increasing database storage reaching capacity limits.,4
JIRA-1135,Jira,Critical,Closed,DBA Team,VPN connection failure,Users reported service disruptions affecting business workflow.,Database deadlock,Optimized memory allocation and redeployed.,2025-01-18 20:00:00,2025-01-20 00:00:00,https://jira.example.com/browse/JIRA-1135,Jira - VPN connection failure Users reported service disruptions affecting business workflow.,jira - vpn connection failure users reported service disruptions affecting business workflow.,12
JIRA-1082,Jira,Critical,Closed,Helpdesk,User unable to login,Database query execution time exceeding normal threshold.,SSL handshake failure,Restarted impacted service and cleared cache.,2025-02-05 08:00:00,2025-02-06 04:00:00,https://jira.example.com/browse/JIRA-1082,Jira - User unable to login Database query execution time exceeding normal threshold.,jira - user unable to login database query execution time exceeding normal threshold.,0
JIRA-1165,Jira,High,Resolved,Network Ops,Database timeout issue,System detected performance degradation across multiple nodes.,Expired authentication token,Optimized memory allocation and redeployed.,2025-01-17 13:00:00,2025-01-20 07:00:00,https://jira.example.com/browse/JIRA-1165,Jira - Database timeout issue System detected performance degradation across multiple nodes.,jira - database timeout issue system detected performance degradation across multiple nodes.,19
JIRA-1164,Jira,High,Closed,Cloud Team,503 service unavailable,Database query execution time exceeding normal threshold.,Network latency spike,Restarted impacted service and cleared cache.,2025-01-13 06:00:00,2025-01-15 01:00:00,https://jira.example.com/browse/JIRA-1164,Jira - 503 service unavailable Database query execution time exceeding normal threshold.,jira - 503 service unavailable database query execution time exceeding normal threshold.,0
JIRA-1028,Jira,High,Resolved,DevOps,VPN connection failure,Application not responding after deployment activities.,Network latency spike,Renewed authentication certificate.,2025-01-27 11:00:00,2025-01-27 13:00:00,https://jira.example.com/browse/JIRA-1028,Jira - VPN connection failure Application not responding after deployment activities.,jira - vpn connection failure application not responding after deployment activities.,11
PBI-1048,PowerBI,Medium,In Progress,Helpdesk,Slow dataset refresh performance,Visuals stuck loading indefinitely.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-11 06:00:00,2025-01-13 07:00:00,https://app.powerbi.com/reports/PBI-1048,PowerBI - Slow dataset refresh performance Visuals stuck loading indefinitely.,powerbi - slow dataset refresh performance visuals stuck loading indefinitely.,17
JIRA-1193,Jira,Critical,Open,DBA Team,503 service unavailable,Users reported service disruptions affecting business workflow.,Database deadlock,Resolved deadlock and restarted DB instance.,2025-01-29 03:00:00,2025-01-30 19:00:00,https://jira.example.com/browse/JIRA-1193,Jira - 503 service unavailable Users reported service disruptions affecting business workflow.,jira - 503 service unavailable users reported service disruptions affecting business workflow.,12
TAB-1039,Tableau,High,Resolved,Cloud Team,Tableau dashboard not refreshing,Interactive filters returning empty result set.,Tableau server CPU overload,Updated credentials and reran extract.,2025-01-12 11:00:00,2025-01-14 11:00:00,https://tableau.example.com/views/TAB-1039,Tableau - Tableau dashboard not refreshing Interactive filters returning empty result set.,tableau - tableau dashboard not refreshing interactive filters returning empty result set.,6
CW-1124,CloudWatch,Critical,Resolved,Cloud Team,Lambda timeout errors increasing,Failure trend observed across multiple Lambda executions.,Unbalanced traffic routing,Optimized Lambda execution time.,2025-01-04 06:00:00,2025-01-06 08:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1124,CloudWatch - Lambda timeout errors increasing Failure trend observed across multiple Lambda executions.,cloudwatch - lambda timeout errors increasing failure trend observed across multiple lambda executions.,18
CW-1130,CloudWatch,High,Resolved,Helpdesk,ELB target health check failures,Auto-recovery event performed by AWS.,Unoptimized workload placement,Optimized Lambda execution time.,2025-01-07 07:00:00,2025-01-09 01:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1130,CloudWatch - ELB target health check failures Auto-recovery event performed by AWS.,cloudwatch - elb target health check failures auto-recovery event performed by aws.,13
JIRA-1136,Jira,Medium,Closed,DevOps,Application crash after update,Database query execution time exceeding normal threshold.,Firewall misconfiguration,Resolved deadlock and restarted DB instance.,2025-02-03 13:00:00,2025-02-06 12:00:00,https://jira.example.com/browse/JIRA-1136,Jira - Application crash after update Database query execution time exceeding normal threshold.,jira - application crash after update database query execution time exceeding normal threshold.,0
CW-1064,CloudWatch,Critical,Resolved,Helpdesk,CloudWatch alarm triggered for CPU threshold,Monitoring detected abnormal spike in CPU usage.,High read/write operations,Scaled instance type.,2025-01-01 11:00:00,2025-01-03 23:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1064,CloudWatch - CloudWatch alarm triggered for CPU threshold Monitoring detected abnormal spike in CPU usage.,cloudwatch - cloudwatch alarm triggered for cpu threshold monitoring detected abnormal spike in cpu usage.,13
TAB-1111,Tableau,Medium,In Progress,Helpdesk,Tableau dashboard not refreshing,Dashboard not showing newly ingested records.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-01-20 18:00:00,2025-01-21 02:00:00,https://tableau.example.com/views/TAB-1111,Tableau - Tableau dashboard not refreshing Dashboard not showing newly ingested records.,tableau - tableau dashboard not refreshing dashboard not showing newly ingested records.,1
JIRA-1140,Jira,High,Open,Helpdesk,Email service outage,Service unreachable due to network routing failure.,Memory leak issue,Restarted impacted service and cleared cache.,2025-02-10 09:00:00,2025-02-11 22:00:00,https://jira.example.com/browse/JIRA-1140,Jira - Email service outage Service unreachable due to network routing failure.,jira - email service outage service unreachable due to network routing failure.,9
PBI-1073,PowerBI,Low,Closed,Network Ops,Incorrect KPI values displayed,Unable to connect to on-prem data gateway.,Incorrect data transformation logic,Corrected data transformation steps.,2025-01-11 07:00:00,2025-01-13 06:00:00,https://app.powerbi.com/reports/PBI-1073,PowerBI - Incorrect KPI values displayed Unable to connect to on-prem data gateway.,powerbi - incorrect kpi values displayed unable to connect to on-prem data gateway.,8
JIRA-1006,Jira,High,Closed,DevOps,High CPU usage on server,Authentication request failed repeatedly for end users.,Database deadlock,Renewed authentication certificate.,2025-02-03 09:00:00,2025-02-05 07:00:00,https://jira.example.com/browse/JIRA-1006,Jira - High CPU usage on server Authentication request failed repeatedly for end users.,jira - high cpu usage on server authentication request failed repeatedly for end users.,15
CW-1128,CloudWatch,High,Closed,Helpdesk,S3 request latency unusually high,Monitoring detected abnormal spike in CPU usage.,Unbalanced traffic routing,Optimized Lambda execution time.,2025-01-21 21:00:00,2025-01-23 17:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1128,CloudWatch - S3 request latency unusually high Monitoring detected abnormal spike in CPU usage.,cloudwatch - s3 request latency unusually high monitoring detected abnormal spike in cpu usage.,13
CW-1155,CloudWatch,Medium,Resolved,DBA Team,Lambda timeout errors increasing,Monitoring detected abnormal spike in CPU usage.,Unoptimized workload placement,Scaled instance type.,2025-01-11 02:00:00,2025-01-12 23:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1155,CloudWatch - Lambda timeout errors increasing Monitoring detected abnormal spike in CPU usage.,cloudwatch - lambda timeout errors increasing monitoring detected abnormal spike in cpu usage.,13
JIRA-1073,Jira,Medium,Closed,DevOps,User unable to login,Database query execution time exceeding normal threshold.,Memory leak issue,Restarted impacted service and cleared cache.,2025-01-08 16:00:00,2025-01-11 09:00:00,https://jira.example.com/browse/JIRA-1073,Jira - User unable to login Database query execution time exceeding normal threshold.,jira - user unable to login database query execution time exceeding normal threshold.,0
PBI-1159,PowerBI,High,Closed,Security Ops,Report visuals not rendering,Users reported mismatched revenue numbers in dashboard.,Incorrect data transformation logic,Adjusted schema and refreshed dataset successfully.,2025-01-06 23:00:00,2025-01-08 21:00:00,https://app.powerbi.com/reports/PBI-1159,PowerBI - Report visuals not rendering Users reported mismatched revenue numbers in dashboard.,powerbi - report visuals not rendering users reported mismatched revenue numbers in dashboard.,2
TAB-1099,Tableau,Medium,Resolved,DevOps,Slow performance on Tableau report,Interactive filters returning empty result set.,Data source credentials expired,Optimized query and reindexed table.,2025-01-09 09:00:00,2025-01-12 07:00:00,https://tableau.example.com/views/TAB-1099,Tableau - Slow performance on Tableau report Interactive filters returning empty result set.,tableau - slow performance on tableau report interactive filters returning empty result set.,6
JIRA-1145,Jira,Medium,In Progress,DBA Team,Database timeout issue,Users reported service disruptions affecting business workflow.,Expired authentication token,Renewed authentication certificate.,2025-01-17 01:00:00,2025-01-19 19:00:00,https://jira.example.com/browse/JIRA-1145,Jira - Database timeout issue Users reported service disruptions affecting business workflow.,jira - database timeout issue users reported service disruptions affecting business workflow.,12
TAB-1092,Tableau,Medium,In Progress,Security Ops,Permission denied on shared dashboard,Dashboard not showing newly ingested records.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-10 01:00:00,2025-01-12 17:00:00,https://tableau.example.com/views/TAB-1092,Tableau - Permission denied on shared dashboard Dashboard not showing newly ingested records.,tableau - permission denied on shared dashboard dashboard not showing newly ingested records.,1
TAB-1034,Tableau,Medium,Resolved,Network Ops,Extract refresh failed,Users experiencing delay in loading components.,Network throttling issue,Optimized query and reindexed table.,2025-01-07 01:00:00,2025-01-08 15:00:00,https://tableau.example.com/views/TAB-1034,Tableau - Extract refresh failed Users experiencing delay in loading components.,tableau - extract refresh failed users experiencing delay in loading components.,7
TAB-1020,Tableau,Low,In Progress,Cloud Team,Missing data in visualization,Scheduled extract refresh failure detected.,Data source credentials expired,Updated credentials and reran extract.,2025-01-20 09:00:00,2025-01-22 03:00:00,https://tableau.example.com/views/TAB-1020,Tableau - Missing data in visualization Scheduled extract refresh failure detected.,tableau - missing data in visualization scheduled extract refresh failure detected.,14
PBI-1050,PowerBI,Low,In Progress,DBA Team,Gateway connection error,Unable to connect to on-prem data gateway.,Gateway authentication failure,Adjusted schema and refreshed dataset successfully.,2025-02-08 15:00:00,2025-02-09 15:00:00,https://app.powerbi.com/reports/PBI-1050,PowerBI - Gateway connection error Unable to connect to on-prem data gateway.,powerbi - gateway connection error unable to connect to on-prem data gateway.,16
TAB-1180,Tableau,Critical,Open,Helpdesk,Extract refresh failed,Scheduled extract refresh failure detected.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-15 06:00:00,2025-01-16 16:00:00,https://tableau.example.com/views/TAB-1180,Tableau - Extract refresh failed Scheduled extract refresh failure detected.,tableau - extract refresh failed scheduled extract refresh failure detected.,14
JIRA-1132,Jira,Low,Open,Helpdesk,Database timeout issue,Service unreachable due to network routing failure.,Memory leak issue,Resolved deadlock and restarted DB instance.,2025-02-06 20:00:00,2025-02-06 23:00:00,https://jira.example.com/browse/JIRA-1132,Jira - Database timeout issue Service unreachable due to network routing failure.,jira - database timeout issue service unreachable due to network routing failure.,9
TAB-1175,Tableau,Low,Resolved,Cloud Team,Dashboard filter not working,Interactive filters returning empty result set.,Data source credentials expired,Optimized query and reindexed table.,2025-01-26 00:00:00,2025-01-28 08:00:00,https://tableau.example.com/views/TAB-1175,Tableau - Dashboard filter not working Interactive filters returning empty result set.,tableau - dashboard filter not working interactive filters returning empty result set.,6
PBI-1004,PowerBI,High,Open,DevOps,Power BI refresh failed,Visuals stuck loading indefinitely.,Gateway server under maintenance,Adjusted schema and refreshed dataset successfully.,2025-01-08 02:00:00,2025-01-10 12:00:00,https://app.powerbi.com/reports/PBI-1004,PowerBI - Power BI refresh failed Visuals stuck loading indefinitely.,powerbi - power bi refresh failed visuals stuck loading indefinitely.,17
PBI-1122,PowerBI,Medium,In Progress,Cloud Team,Incorrect KPI values displayed,Visuals stuck loading indefinitely.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-01-19 19:00:00,2025-01-22 07:00:00,https://app.powerbi.com/reports/PBI-1122,PowerBI - Incorrect KPI values displayed Visuals stuck loading indefinitely.,powerbi - incorrect kpi values displayed visuals stuck loading indefinitely.,8
CW-1149,CloudWatch,Low,Open,Network Ops,ELB target health check failures,Monitoring detected abnormal spike in CPU usage.,Unoptimized workload placement,Optimized Lambda execution time.,2025-01-12 16:00:00,2025-01-13 04:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1149,CloudWatch - ELB target health check failures Monitoring detected abnormal spike in CPU usage.,cloudwatch - elb target health check failures monitoring detected abnormal spike in cpu usage.,13
PBI-1026,PowerBI,Critical,Open,Helpdesk,Row-level security not applied,Scheduled data refresh encountered failure due to timeout.,Dataset schema mismatch,Corrected data transformation steps.,2025-01-05 01:00:00,2025-01-07 11:00:00,https://app.powerbi.com/reports/PBI-1026,PowerBI - Row-level security not applied Scheduled data refresh encountered failure due to timeout.,powerbi - row-level security not applied scheduled data refresh encountered failure due to timeout.,3
JIRA-1041,Jira,High,Open,DevOps,Disk space running low,Database query execution time exceeding normal threshold.,Firewall misconfiguration,Restarted impacted service and cleared cache.,2025-01-01 20:00:00,2025-01-02 10:00:00,https://jira.example.com/browse/JIRA-1041,Jira - Disk space running low Database query execution time exceeding normal threshold.,jira - disk space running low database query execution time exceeding normal threshold.,0
PBI-1095,PowerBI,Medium,Closed,DevOps,Report visuals not rendering,Users reported mismatched revenue numbers in dashboard.,Gateway server under maintenance,Reconfigured gateway settings and validated connectivity.,2025-01-23 07:00:00,2025-01-25 19:00:00,https://app.powerbi.com/reports/PBI-1095,PowerBI - Report visuals not rendering Users reported mismatched revenue numbers in dashboard.,powerbi - report visuals not rendering users reported mismatched revenue numbers in dashboard.,2
JIRA-1108,Jira,Medium,In Progress,Cloud Team,Disk space running low,System detected performance degradation across multiple nodes.,Firewall misconfiguration,Resolved deadlock and restarted DB instance.,2025-01-27 06:00:00,2025-01-28 11:00:00,https://jira.example.com/browse/JIRA-1108,Jira - Disk space running low System detected performance degradation across multiple nodes.,jira - disk space running low system detected performance degradation across multiple nodes.,19
TAB-1144,Tableau,Medium,Closed,DBA Team,Slow performance on Tableau report,Dashboard not showing newly ingested records.,Incorrect join logic in data model,Updated credentials and reran extract.,2025-01-23 22:00:00,2025-01-24 09:00:00,https://tableau.example.com/views/TAB-1144,Tableau - Slow performance on Tableau report Dashboard not showing newly ingested records.,tableau - slow performance on tableau report dashboard not showing newly ingested records.,1
JIRA-1056,Jira,Critical,In Progress,Security Ops,503 service unavailable,Service unreachable due to network routing failure.,Expired authentication token,Resolved deadlock and restarted DB instance.,2025-01-18 00:00:00,2025-01-20 00:00:00,https://jira.example.com/browse/JIRA-1056,Jira - 503 service unavailable Service unreachable due to network routing failure.,jira - 503 service unavailable service unreachable due to network routing failure.,9
TAB-1059,Tableau,Low,Open,Cloud Team,Permission denied on shared dashboard,Interactive filters returning empty result set.,Network throttling issue,Optimized query and reindexed table.,2025-02-01 10:00:00,2025-02-04 06:00:00,https://tableau.example.com/views/TAB-1059,Tableau - Permission denied on shared dashboard Interactive filters returning empty result set.,tableau - permission denied on shared dashboard interactive filters returning empty result set.,6
PBI-1079,PowerBI,Low,Closed,DevOps,Slow dataset refresh performance,Scheduled data refresh encountered failure due to timeout.,Incorrect data transformation logic,Reconfigured gateway settings and validated connectivity.,2025-01-06 06:00:00,2025-01-08 13:00:00,https://app.powerbi.com/reports/PBI-1079,PowerBI - Slow dataset refresh performance Scheduled data refresh encountered failure due to timeout.,powerbi - slow dataset refresh performance scheduled data refresh encountered failure due to timeout.,3
CW-1025,CloudWatch,Low,Resolved,Security Ops,RDS free storage space critically low,Monitoring detected abnormal spike in CPU usage.,High read/write operations,Optimized Lambda execution time.,2025-01-06 11:00:00,2025-01-07 00:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1025,CloudWatch - RDS free storage space critically low Monitoring detected abnormal spike in CPU usage.,cloudwatch - rds free storage space critically low monitoring detected abnormal spike in cpu usage.,18
TAB-1027,Tableau,Low,In Progress,Security Ops,Slow performance on Tableau report,Scheduled extract refresh failure detected.,Data source credentials expired,Optimized query and reindexed table.,2025-01-31 01:00:00,2025-02-02 18:00:00,https://tableau.example.com/views/TAB-1027,Tableau - Slow performance on Tableau report Scheduled extract refresh failure detected.,tableau - slow performance on tableau report scheduled extract refresh failure detected.,14
TAB-1012,Tableau,Critical,Open,DevOps,Tableau dashboard not refreshing,Scheduled extract refresh failure detected.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-28 23:00:00,2025-01-31 09:00:00,https://tableau.example.com/views/TAB-1012,Tableau - Tableau dashboard not refreshing Scheduled extract refresh failure detected.,tableau - tableau dashboard not refreshing scheduled extract refresh failure detected.,14
PBI-1193,PowerBI,Medium,In Progress,Cloud Team,Report visuals not rendering,Scheduled data refresh encountered failure due to timeout.,Incorrect data transformation logic,Reconfigured gateway settings and validated connectivity.,2025-02-02 02:00:00,2025-02-04 12:00:00,https://app.powerbi.com/reports/PBI-1193,PowerBI - Report visuals not rendering Scheduled data refresh encountered failure due to timeout.,powerbi - report visuals not rendering scheduled data refresh encountered failure due to timeout.,3
TAB-1132,Tableau,Medium,Closed,DevOps,Missing data in visualization,Users experiencing delay in loading components.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-01-01 19:00:00,2025-01-02 07:00:00,https://tableau.example.com/views/TAB-1132,Tableau - Missing data in visualization Users experiencing delay in loading components.,tableau - missing data in visualization users experiencing delay in loading components.,7
JIRA-1024,Jira,Medium,Closed,Security Ops,Email service outage,System detected performance degradation across multiple nodes.,Firewall misconfiguration,Restarted impacted service and cleared cache.,2025-01-10 11:00:00,2025-01-11 02:00:00,https://jira.example.com/browse/JIRA-1024,Jira - Email service outage System detected performance degradation across multiple nodes.,jira - email service outage system detected performance degradation across multiple nodes.,19
CW-1180,CloudWatch,Medium,Open,Cloud Team,CloudWatch alarm triggered for CPU threshold,Monitoring detected abnormal spike in CPU usage.,Infinite loop execution,Increased allocated resources.,2025-02-10 03:00:00,2025-02-12 19:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1180,CloudWatch - CloudWatch alarm triggered for CPU threshold Monitoring detected abnormal spike in CPU usage.,cloudwatch - cloudwatch alarm triggered for cpu threshold monitoring detected abnormal spike in cpu usage.,13
TAB-1151,Tableau,Critical,In Progress,Cloud Team,Extract refresh failed,Users experiencing delay in loading components.,Data source credentials expired,Updated credentials and reran extract.,2025-01-28 05:00:00,2025-01-30 03:00:00,https://tableau.example.com/views/TAB-1151,Tableau - Extract refresh failed Users experiencing delay in loading components.,tableau - extract refresh failed users experiencing delay in loading components.,7
TAB-1156,Tableau,Critical,In Progress,DevOps,Dashboard filter not working,Interactive filters returning empty result set.,Data source credentials expired,Adjusted filter logic and republished dashboard.,2025-01-24 09:00:00,2025-01-25 16:00:00,https://tableau.example.com/views/TAB-1156,Tableau - Dashboard filter not working Interactive filters returning empty result set.,tableau - dashboard filter not working interactive filters returning empty result set.,6
JIRA-1051,Jira,Medium,Resolved,DevOps,Database timeout issue,Users reported service disruptions affecting business workflow.,Memory leak issue,Restarted impacted service and cleared cache.,2025-01-15 17:00:00,2025-01-18 13:00:00,https://jira.example.com/browse/JIRA-1051,Jira - Database timeout issue Users reported service disruptions affecting business workflow.,jira - database timeout issue users reported service disruptions affecting business workflow.,12
TAB-1131,Tableau,Low,In Progress,Network Ops,Missing data in visualization,Interactive filters returning empty result set.,Incorrect join logic in data model,Updated credentials and reran extract.,2025-02-10 08:00:00,2025-02-12 20:00:00,https://tableau.example.com/views/TAB-1131,Tableau - Missing data in visualization Interactive filters returning empty result set.,tableau - missing data in visualization interactive filters returning empty result set.,6
CW-1133,CloudWatch,Medium,Open,DBA Team,S3 request latency unusually high,Monitoring detected abnormal spike in CPU usage.,Infinite loop execution,Optimized Lambda execution time.,2025-01-23 06:00:00,2025-01-26 01:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1133,CloudWatch - S3 request latency unusually high Monitoring detected abnormal spike in CPU usage.,cloudwatch - s3 request latency unusually high monitoring detected abnormal spike in cpu usage.,13
CW-1029,CloudWatch,High,Closed,DBA Team,S3 request latency unusually high,Elevated latency impacting application performance.,High read/write operations,Increased allocated resources.,2025-02-04 07:00:00,2025-02-05 08:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1029,CloudWatch - S3 request latency unusually high Elevated latency impacting application performance.,cloudwatch - s3 request latency unusually high elevated latency impacting application performance.,5
PBI-1101,PowerBI,Critical,Open,Helpdesk,Incorrect KPI values displayed,Visuals stuck loading indefinitely.,Gateway authentication failure,Adjusted schema and refreshed dataset successfully.,2025-02-03 07:00:00,2025-02-05 11:00:00,https://app.powerbi.com/reports/PBI-1101,PowerBI - Incorrect KPI values displayed Visuals stuck loading indefinitely.,powerbi - incorrect kpi values displayed visuals stuck loading indefinitely.,8
TAB-1134,Tableau,Low,Closed,Helpdesk,Extract refresh failed,Users experiencing delay in loading components.,Network throttling issue,Updated credentials and reran extract.,2025-01-04 00:00:00,2025-01-05 05:00:00,https://tableau.example.com/views/TAB-1134,Tableau - Extract refresh failed Users experiencing delay in loading components.,tableau - extract refresh failed users experiencing delay in loading components.,7
TAB-1085,Tableau,Medium,Open,DevOps,Tableau dashboard not refreshing,Users experiencing delay in loading components.,Tableau server CPU overload,Optimized query and reindexed table.,2025-01-31 11:00:00,2025-01-31 16:00:00,https://tableau.example.com/views/TAB-1085,Tableau - Tableau dashboard not refreshing Users experiencing delay in loading components.,tableau - tableau dashboard not refreshing users experiencing delay in loading components.,7
JIRA-1018,Jira,High,Resolved,DBA Team,Database timeout issue,Authentication request failed repeatedly for end users.,Expired authentication token,Restarted impacted service and cleared cache.,2025-02-09 06:00:00,2025-02-10 16:00:00,https://jira.example.com/browse/JIRA-1018,Jira - Database timeout issue Authentication request failed repeatedly for end users.,jira - database timeout issue authentication request failed repeatedly for end users.,15
